folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,freq_resolution,ER_blow_off,U_blow_off_m_per_s,blowoff_dt_s
03_09_D_88mm_350mm,LBO_Sweep_2_8_46_19.mat,"ER1_0,65_Log2_03.09.2025_08.46.16.tdms",2,5,4,0.9337015852385512,0.1938743568937135,1.0048953252717276,0.1604227925762269,0.750,0.0819555963455473,0.1666666666666666,0.5537688442211055,9.298013245033111,0.160992
03_09_D_88mm_350mm,LBO_Sweep_1_8_39_29.mat,"ER1_0,65_Log1_03.09.2025_08.39.27.tdms",1,4,3,1.044834183073756,1.1527598887629011,1.220470711143874,0.936288488898734,0.6000000000000001,0.1115367598351205,0.1999999999999999,0.5619718309859156,9.130242825607063,0.008785
03_09_D_88mm_350mm,LBO_Sweep_1_8_47_59.mat,"ER1_0,71_Log1_04.09.2025_08.47.54.tdms",1,17,16,1.6187932179848736,0.3970602521309151,1.8573613994306812,0.3398136617945564,2.0,0.0826639536843872,0.0833333333333333,0.6457111834961998,21.713024282560703,0.132272
03_09_D_88mm_350mm,LBO_Sweep_3_8_52_36.mat,"ER1_0,65_Log3_03.09.2025_08.52.34.tdms",3,5,4,1.277994877157535,3.8569578911296136,1.1483788348695023,0.3840682239625393,1.0,0.1247260518346594,0.1999999999999999,0.5675483870967742,9.065121412803531,0.23484
03_09_D_88mm_350mm,LBO_Sweep_2_8_54_8.mat,"ER1_0,71_Log2_04.09.2025_08.54.05.tdms",2,20,19,1.6990596867148555,0.5478330891006188,1.9181781910812383,0.5896669126377778,1.3846153846153844,0.0685168904074415,0.0769230769230769,0.6421816227834498,21.929359823399558,0.082704
03_09_D_88mm_350mm,LBO_Sweep_3_9_0_6.mat,"ER1_0,71_Log3_04.09.2025_09.00.03.tdms",3,19,18,1.7146588567131036,0.4510650631061257,1.8904177402869935,0.4969279271437981,2.166666666666666,0.0895468955232598,0.0833333333333333,0.6418367346938775,21.940397350993376,0.224015
03_09_D_88mm_350mm,LBO_Sweep_1_9_18_52.mat,"ER1_0,7_Log1_03.09.2025_09.18.49.tdms",1,11,10,1.2543208216503805,0.3937674959030515,1.4499929935254234,0.4444818068612575,1.4,0.2385617563676051,0.0999999999999999,0.605685986793837,16.003311258278146,0.222862
03_09_D_88mm_350mm,LBO_Sweep_2_9_25_18.mat,"ER1_0,7_Log2_03.09.2025_09.25.15.tdms",2,13,12,1.1686673277428186,0.4412909621319059,1.5649725066657867,0.3503645311877673,1.583333333333333,0.0463071988046347,0.0833333333333333,0.604102564102564,16.0242825607064,0.099901
03_09_D_88mm_350mm,LBO_Sweep_3_9_30_56.mat,"ER1_0,7_Log3_03.09.2025_09.30.53.tdms",3,14,13,1.2364668701066823,0.4716936371261631,1.6680789735309227,0.1954398781927674,3.461538461538461,0.0494546942101389,0.0769230769230769,0.6112676056338027,15.847682119205299,0.077979
03_09_D_88mm_350mm,LBO_Sweep_1_9_48_47.mat,"ER1_0,72_Log1_03.09.2025_09.48.44.tdms",1,25,24,2.083750264267286,0.4895837324288107,2.2350565258330586,0.5579386910772823,2.571428571428571,0.0889158205810676,0.0714285714285714,0.674324903557651,27.578366445916114,0.079348
03_09_D_88mm_350mm,LBO_Sweep_2_9_53_29.mat,"ER1_0,72_Log2_03.09.2025_09.53.27.tdms",2,24,23,2.178638919016202,0.6216776280882969,2.379739846839944,0.5492694163454291,2.5,0.1079323357344206,0.0833333333333333,0.6766451612903225,27.49006622516556,0.077787
03_09_D_88mm_350mm,LBO_Sweep_3_9_58_33.mat,"ER1_0,72_Log3_03.09.2025_09.58.30.tdms",3,25,24,2.182124274341392,0.5302600698892275,2.2604934963455725,0.6344277235993504,2.214285714285714,0.0930262324394224,0.0714285714285714,0.670755119453925,27.69867549668874,0.210632
03_09_D_88mm_350mm,LBO_Sweep_1_11_1_15.mat,"ER1_0,6_Log1_03.09.2025_11.01.13.tdms",1,7,6,0.5471693243744692,0.1926617411254388,0.7108407878801648,0.0643588226715804,0.7142857142857142,0.0201178256090478,0.0714285714285714,0.5347305389221557,7.788079470198675,0.005457
03_09_D_88mm_350mm,LBO_Sweep_2_11_7_56.mat,"ER1_0,6_Log2_03.09.2025_11.07.53.tdms",2,4,3,0.4060129983708052,0.3145140423819339,0.394580826923039,0.184347336839079,0.8,0.0964865540481455,0.0999999999999999,0.5484686064318529,7.623620309050771,0.167418
03_09_D_88mm_350mm,LBO_Sweep_3_11_14_33.mat,"ER1_0,6_Log3_03.09.2025_11.14.31.tdms",3,9,8,0.7915144114491769,0.0469169810069481,0.801145857579685,0.0166732756653595,0.7499999999999998,0.0902472198576531,0.0833333333333333,0.528092399403875,7.817880794701987,0.0055
29_08_D_88mm_260mm,LBO_Sweep_1_11_55_49.mat,"ER1_0,6_log1_29.08.2025_11.55.46.tdms",1,6,5,0.6613893965787384,0.0690758277732728,0.6740742937723624,0.0204767106499464,0.6000000000000001,0.0338695477092607,0.0999999999999999,0.5448529411764707,8.729580573951434,0.232561
29_08_D_88mm_260mm,LBO_Sweep_1_12_1_18.mat,"ER1_0,6_log1_29.08.2025_12.01.11.tdms",1,7,6,0.7890721918202935,0.0597964229861989,0.8142386972703897,0.040873074204492,0.8,0.1498797410759401,0.0999999999999999,0.5405172413793103,8.79580573951435,0.037464
29_08_D_88mm_260mm,LBO_Sweep_2_12_6_40.mat,"ER1_0,6_log2_29.08.2025_12.06.36.tdms",2,7,6,0.7049784047490165,0.0556301152451613,0.707902480464514,0.0292473093079007,0.7000000000000001,0.1873032723768622,0.0999999999999999,0.5463136729222521,8.707505518763798,0.144647
29_08_D_88mm_260mm,LBO_Sweep_3_12_11_38.mat,"ER1_0,6_log3_29.08.2025_12.11.35.tdms",3,6,5,0.8103291686735818,0.0460291969543006,0.7985900094792634,0.0478975940309673,0.75,0.1699266087851224,0.1249999999999999,0.55,8.652317880794701,0.002735
29_08_D_88mm_260mm,LBO_Sweep_1_12_34_38.mat,"ER1_0,7_log1_29.08.2025_12.34.34.tdms",1,7,6,1.212690564216412,0.1901114383106387,1.2804869732997828,0.0852433992726407,1.25,0.3035823455337832,0.1249999999999999,0.6128804751299184,15.826710816777041,0.237225
29_08_D_88mm_260mm,LBO_Sweep_2_12_41_26.mat,"ER1_0,7_log2_29.08.2025_12.41.22.tdms",2,9,8,1.0998630258084234,0.401468775361739,1.1797554465665754,0.2925206662121244,1.1111111111111112,0.3061805379996395,0.111111111111111,0.6044819985304923,15.977924944812361,0.241519
29_08_D_88mm_260mm,LBO_Sweep_3_12_46_37.mat,"ER1_0,7_log3_29.08.2025_12.46.34.tdms",3,11,10,1.255806850878462,0.4279845569284889,1.516994415826911,0.2811092169151669,1.4,0.3540858790463581,0.0999999999999999,0.6045454545454545,16.013245033112586,0.039796
29_08_D_88mm_260mm,LBO_Sweep_1_13_7_27.mat,"ER1_0,75_log1_29.08.2025_13.07.25.tdms",1,7,6,1.0555721808174034,0.3375850524870752,1.0365427156960465,0.3083260768112021,4.428571428571428,0.1871394677136468,0.1428571428571428,0.7317903930131004,40.83443708609271,0.094296
29_08_D_88mm_260mm,LBO_Sweep_3_13_19_5.mat,"ER1_0,75_log3_29.08.2025_13.19.02.tdms",3,33,32,1.653728480728947,0.770251012351834,1.9053404890604968,0.9386007522005736,2.636363636363636,0.1157181013553315,0.0454545454545454,0.7247762056020792,41.13907284768212,0.193994
29_08_D_88mm_260mm,LBO_Sweep_1_13_48_21.mat,"ER1_0,8_log1_29.08.2025_13.48.18.tdms",1,25,24,1.437014831609704,1.1496693858191938,1.8849489478318109,1.3656606788202224,2.421052631578948,0.1294256484950261,0.0526315789473684,0.7786630891273916,51.18432671081678,0.054886
29_08_D_88mm_260mm,LBO_Sweep_2_13_55_45.mat,"ER1_0,8_log2_29.08.2025_13.55.43.tdms",2,20,19,1.3772911510130883,0.7833204613728781,1.7818610112773985,0.7075405593233735,3.25,0.1471065476345621,0.0624999999999999,0.7766682221185254,51.17439293598234,0.199254
29_08_D_88mm_260mm,LBO_Sweep_1_14_25_40.mat,"ER1_0,85_log1_29.08.2025_14.25.36.tdms",1,10,9,1.4865907040840445,2.0738110738712514,1.697444158330801,1.0061559657625223,5.125,0.0517275808548275,0.1249999999999999,0.8234482063683999,59.515452538631344,0.152063
29_08_D_88mm_260mm,LBO_Sweep_2_14_32_38.mat,"ER1_0,85_log2_29.08.2025_14.32.35.tdms",2,6,5,1.7156796304563329,2.1959424116765094,2.058045104116502,1.6987808215595752,0.6521739130434782,0.0482375439379363,0.217391304347826,0.8225796692214602,59.462472406181014,0.025456
02_09_D_88mm_200mm,LBO_Sweep_1_13_55_31.mat,"ER1_0,72_Log1_02.09.2025_13.55.27.tdms",1,5,4,1.136628419120363,0.4460613446813662,1.226376424315752,0.4595786760551655,0.6664,0.8005667746593136,0.1666666666666666,0.6972405271828667,28.766004415011036,0.286178
02_09_D_88mm_200mm,LBO_Sweep_3_13_41_5.mat,"ER1_0,7_Log3_02.09.2025_13.41.01.tdms",3,3,2,0.71316629790026,0.177353010421071,0.7345759891837764,0.1859291837146946,1.0,0.2552777983936889,0.1999999999999999,0.6204665161775771,15.626931567328917,0.145584
02_09_D_88mm_200mm,LBO_Sweep_2_14_0_45.mat,"ER1_0,72_Log2_02.09.2025_14.00.42.tdms",2,6,5,1.2264882208071275,0.3979223006040651,1.321119146451342,0.3396354674500149,1.4285714285714284,0.510321210422966,0.1428571428571428,0.701762754043965,28.57726269315673,0.226474
02_09_D_88mm_200mm,LBO_Sweep_3_14_5_7.mat,"ER1_0,72_Log3_02.09.2025_14.05.04.tdms",3,7,6,1.2967990460746217,0.3301377832138135,1.4062170351150711,0.3489432189554842,1.5,0.5134216590474822,0.1249999999999999,0.6988865979381444,28.73509933774834,0.083853
02_09_D_88mm_200mm,LBO_Sweep_3_14_36_10.mat,"ER1_0,75_Log3_02.09.2025_14.36.07.tdms",3,11,10,1.2963140606000898,0.5478181821031916,1.3130369757034783,0.5003626719472065,1.90,0.1719252771369944,0.0999999999999999,0.7330559254327564,35.715231788079464,0.242607
02_09_D_88mm_200mm,LBO_Sweep_1_14_51_17.mat,"ER1_0,8_Log1_02.09.2025_14.51.15.tdms",1,9,8,1.0650468014847283,0.5332863576024934,1.2484482957838776,0.6794952067619002,1.6666666666666663,0.2010588944145723,0.111111111111111,0.776625,42.983443708609265,0.190944
02_09_D_88mm_200mm,LBO_Sweep_2_14_55_20.mat,"ER1_0,8_Log2_02.09.2025_14.55.18.tdms",2,10,9,1.361372154221683,0.8338805679380046,1.7956093759539171,0.9090172373290196,2.125,0.1874221506451449,0.1249999999999999,0.7713026714403746,43.331125827814574,0.220776
02_09_D_88mm_200mm,LBO_Sweep_1_15_22_1.mat,"ER1_0,85_Log1_02.09.2025_15.21.57.tdms",1,15,14,1.2801417372931532,0.8475346676675402,1.3475192016088184,0.7481848782806638,1.923076923076923,0.1878277113891976,0.0769230769230769,0.8354655056932351,53.78476821192052,0.030393
02_09_D_88mm_200mm,LBO_Sweep_3_15_30_12.mat,"ER1_0,85_Log3_02.09.2025_15.30.09.tdms",3,13,12,1.624219494856909,0.85491038022941,1.9599814267637157,0.4647936286640384,2.125,0.1797687187418453,0.1249999999999999,0.829041186891054,54.19536423841059,0.001625
02_09_D_88mm_200mm,LBO_Sweep_3_13_30_40.mat,"ER1_0,7_Log1_02.09.2025_13.30.37.tdms",1,3,2,0.6842952528727569,0.0159449461928038,0.6844809711905717,0.0167159882032119,0.666,0.2842522053642735,0.1666666666666666,0.6181750186985789,15.71743929359823,0.099406
02_09_D_88mm_200mm,LBO_Sweep_2_14_32_13.mat,"ER1_0,75_Log2_02.09.2025_14.32.10.tdms",2,9,8,1.1393696949878842,0.7431094807348244,1.5381069068878186,1.1526357312318372,1.22,0.206519380811004,0.111111111111111,0.7325681969394543,35.737306843267106,0.246909
28_08_D_100mm_260mm,LBO_Sweep_1_15_31_5.mat,"ER1_0,9_log1_28.08.2025_15.30.38.tdms",1,5,4,0.862148677108293,0.5684811704572771,0.7617669713811122,0.074061136244148,0.125,0.0877789920978943,0.1249999999999999,0.8214965685189285,54.16777041942604,0.088711
28_08_D_100mm_260mm,LBO_Sweep_2_15_47_16.mat,"ER1_0,9_log2_28.08.2025_15.47.03.tdms",2,6,5,1.2652721511828142,0.4083340460416338,1.2690226495162484,0.5757140169961081,0.4999999999999999,0.1508807867830551,0.1666666666666666,0.8258847095481862,53.902869757174386,0.103243
28_08_D_100mm_260mm,LBO_Sweep_3_15_53_6.mat,"ER1_0,9_log3_28.08.2025_15.52.13.tdms",3,5,4,0.6921982850441388,0.2320704218525477,0.709667230936369,0.2368737862202994,0.1111111111111111,0.3261542831200893,0.111111111111111,0.8213365896980461,54.011037527593814,0.191734
28_08_D_100mm_260mm,LBO_Sweep_3_16_37_52.mat,"ER1_0,75_log3_28.08.2025_16.37.49.tdms",3,3,2,0.584614979881937,0.197548169996871,0.6162771002598157,0.2071009108029559,0.2857142857142857,0.1321566880521374,0.1428571428571428,0.6596113445378152,22.474613686534216,0.178328
