folder,mat_file,tdms_file,log_no,n_peaks,n_intervals,freq_mean_Hz,freq_std_Hz,freq_median_Hz,freq_MAD_Hz,fft_f0_Hz,fft_a0_amp,ER_blow_off,U_blow_off_m_per_s,blowoff_dt_s
01_09_D_120mm_260mm,LBO_Sweep_2_9_4_11.mat,ER1_0.7_log2_01.09.2025_09.04.07.tdms,2,8,7,0.9772404878552042,0.8115953694832289,1.196233777574684,0.5556768907075156,0.0638814360546825,0.5781451998799059,0.6224714160070359,13.3719646799117,0.139925
01_09_D_120mm_260mm,LBO_Sweep_3_9_9_21.mat,ER1_0.7_log3_01.09.2025_09.09.18.tdms,3,8,7,1.2061410499251073,0.6818494823351623,1.466082188567491,0.5861138133575639,0.0726318740621409,0.5578024106005086,0.6307932263814616,13.206401766004415,0.219799
01_09_D_120mm_260mm,LBO_Sweep_1_9_20_36.mat,ER1_0.75_log1_01.09.2025_09.20.33.tdms,1,5,4,1.0695687632442696,0.5165127011396909,1.106003623126712,0.3948166716405158,0.0731434723839505,0.1069037522319761,0.6674157303370786,19.975717439293597,0.164461
01_09_D_120mm_260mm,LBO_Sweep_2_9_27_6.mat,ER1_0.75_log2_01.09.2025_09.27.03.tdms,2,23,22,1.6436981025672095,0.8459223405741397,2.2933488086353533,1.0434347448132513,0.037283800561494,0.60363449388714,0.6614979520187244,20.1766004415011,0.239969
01_09_D_120mm_260mm,LBO_Sweep_3_9_33_11.mat,ER1_0.75_log3_01.09.2025_09.33.08.tdms,3,14,13,1.2057425249992162,0.5663935661031935,1.4172616803621385,0.6996353346220355,0.0419673275961198,0.4962762187313546,0.6643863769817968,20.11147902869757,0.035022
01_09_D_120mm_260mm,LBO_Sweep_1_9_44_7.mat,ER1_0.8_log1_01.09.2025_09.43.59.tdms,1,9,8,1.4923087340539818,0.9554152176499126,1.475437296397641,0.6952268124098684,0.041383534319365,0.28130673514417,0.710363859362224,29.016556291390724,0.151921
01_09_D_120mm_260mm,LBO_Sweep_2_9_51_7.mat,ER1_0.8_log2_01.09.2025_09.51.04.tdms,2,8,7,1.3650367672653263,0.8637586736582032,1.760721473230871,0.8319246620829118,0.0423706191957548,0.243960121491053,0.708139534883721,29.069536423841058,0.097739
01_09_D_120mm_260mm,LBO_Sweep_3_9_56_17.mat,ER1_0.8_log3_01.09.2025_09.56.14.tdms,3,11,10,1.4700099593174742,0.7236784290341419,1.4832208332746506,0.4133040349881689,0.0407987081497051,0.3430387234794851,0.709204081632653,29.06070640176601,0.179371
01_09_D_120mm_260mm,LBO_Sweep_1_10_17_53.mat,ER1_0.85_log1_01.09.2025_10.17.50.tdms,1,8,7,0.619096637182042,0.8424594939001075,0.7376034673263792,0.7643428877199129,0.0353253535714638,0.1581057445026066,0.7620493066255778,38.68984547461368,0.10851
01_09_D_120mm_260mm,LBO_Sweep_2_10_31_21.mat,ER1_0.85_log2_01.09.2025_10.31.19.tdms,2,9,8,0.7136472548666283,0.9584747093243688,1.44527587129771,0.909071709643806,0.0369068787778803,0.1469804323925738,0.7613495985176035,38.6037527593819,0.102171
01_09_D_120mm_260mm,LBO_Sweep_3_10_53_22.mat,ER1_0.85_log3_01.09.2025_10.53.20.tdms,3,12,11,2.1599896477587066,0.6013514737543839,2.475223017593885,0.6476655451887919,0.0388907426809566,0.1721367422989159,0.7632352941176471,38.515452538631344,0.027802
01_09_D_120mm_260mm,LBO_Sweep_1_11_8_45.mat,ER1_0.9_log1_01.09.2025_11.08.43.tdms,1,10,9,0.5746115912948643,0.3818672721041092,0.8431454383723921,0.5788237206715506,0.032041156224347,0.1602179316727863,0.8166422108094888,49.01214128035319,0.028741
01_09_D_120mm_260mm,LBO_Sweep_2_11_16_41.mat,ER1_0.9_log2_01.09.2025_11.16.38.tdms,2,15,14,0.4889668643571341,1.0024227376864814,1.0050971454423898,0.8329820301407579,0.0285227443215494,0.1926343429357244,0.8205925743791495,48.76710816777041,0.038533
01_09_D_120mm_260mm,LBO_Sweep_3_11_21_5.mat,ER1_0.9_log3_01.09.2025_11.20.59.tdms,3,16,15,0.5830810859768611,0.7491294635165535,0.9696048278563588,0.7643503955286568,0.037326608571533,0.1425461175280997,0.8285980148883374,48.36092715231787,0.003497
01_09_D_120mm_260mm,LBO_Sweep_1_11_39_56.mat,ER1_0.95_log1_01.09.2025_11.39.53.tdms,1,7,6,0.6388367379250007,0.9118819726389228,0.7634021756804401,0.5655179497502599,0.0308845393848911,0.0813502534230276,0.8688462349715249,57.11479028697572,0.142558
01_09_D_120mm_260mm,LBO_Sweep_2_11_44_3.mat,ER1_0.95_log2_01.09.2025_11.43.59.tdms,2,10,9,0.5970334997486821,0.7463646232822885,1.3893423547963573,0.5060430662006263,0.0267036672680332,0.1055115749695194,0.8628057704369643,57.58719646799116,0.210483
01_09_D_120mm_260mm,LBO_Sweep_3_11_49_55.mat,ER1_0.95_log3_01.09.2025_11.49.51.tdms,3,5,4,0.762818545873333,0.4200332977449034,1.0512821859335952,0.3205687384940376,0.0306027705300216,0.0908701208720959,0.8713171759747103,57.1766004415011,0.156796
03_09_D_88mm_350mm,LBO_Sweep_1_8_39_29.mat,"ER1_0,65_Log1_03.09.2025_08.39.27.tdms",1,7,6,1.4016258392526717,0.9260553957253244,1.8846445475807032,1.12273280437478,0.1234729483117543,0.1167869622804948,0.5619718309859156,9.130242825607063,0.008785
03_09_D_88mm_350mm,LBO_Sweep_2_8_46_19.mat,"ER1_0,65_Log2_03.09.2025_08.46.16.tdms",2,8,7,1.2878468286495877,0.7700902378192189,1.484315975247547,0.8080490679229717,0.1090103603446471,0.103999056483441,0.5537688442211055,9.298013245033111,0.160992
03_09_D_88mm_350mm,LBO_Sweep_1_8_47_59.mat,"ER1_0,71_Log1_04.09.2025_08.47.54.tdms",1,19,18,1.6941737740393843,0.5318250680782862,1.8979131906576356,0.3531338616068052,3.8314381080180415,0.0963098528666833,0.6457111834961998,21.713024282560703,0.132272
03_09_D_88mm_350mm,LBO_Sweep_3_8_52_36.mat,"ER1_0,65_Log3_03.09.2025_08.52.34.tdms",3,4,3,0.7343518793900472,0.2687409660581726,0.8485535556091086,0.2903725353444849,0.1792789401029061,0.1374328238033554,0.5675483870967742,9.065121412803531,0.23484
03_09_D_88mm_350mm,LBO_Sweep_2_8_54_8.mat,"ER1_0,71_Log2_04.09.2025_08.54.05.tdms",2,22,21,1.7680022408165548,0.6345421957715773,2.086898451521349,0.4399105957424126,2.076242708158711,0.0967009690475732,0.6421816227834498,21.929359823399558,0.082704
03_09_D_88mm_350mm,LBO_Sweep_3_9_0_6.mat,"ER1_0,71_Log3_04.09.2025_09.00.03.tdms",3,21,20,1.7165712553448664,0.5524665245532655,1.880679888377668,0.5237901658833709,2.2233833224016983,0.0905785495505791,0.6418367346938775,21.940397350993376,0.224015
03_09_D_88mm_350mm,LBO_Sweep_1_9_18_52.mat,"ER1_0,7_Log1_03.09.2025_09.18.49.tdms",1,16,15,1.2740988362636048,0.7338378687978221,1.4588977443981974,0.4834813405068721,0.072644853838554,0.2235437079215643,0.605685986793837,16.003311258278146,0.222862
03_09_D_88mm_350mm,LBO_Sweep_2_9_25_18.mat,"ER1_0,7_Log2_03.09.2025_09.25.15.tdms",2,17,16,1.0753351584459312,0.4929487908738613,1.4324527681791093,0.3948109173873218,0.0601550074231279,0.0610940595284576,0.604102564102564,16.0242825607064,0.099901
03_09_D_88mm_350mm,LBO_Sweep_3_9_30_56.mat,"ER1_0,7_Log3_03.09.2025_09.30.53.tdms",3,16,15,1.09807942979517,0.5052434003867755,1.505838134447252,0.4378574799691715,0.0612202668468991,0.0676121480854426,0.6112676056338027,15.847682119205299,0.077979
03_09_D_88mm_350mm,LBO_Sweep_1_9_48_47.mat,"ER1_0,72_Log1_03.09.2025_09.48.44.tdms",1,20,19,2.075713960935281,0.42469789962673,2.152166801535786,0.5358962070349397,1.840848426585942,0.1845872498540748,0.674324903557651,27.578366445916114,0.079348
03_09_D_88mm_350mm,LBO_Sweep_2_9_53_29.mat,"ER1_0,72_Log2_03.09.2025_09.53.27.tdms",2,20,19,2.229832340079945,0.4348555904555283,2.3424963984117877,0.4990715935347367,2.372197841299964,0.1650818909466436,0.6766451612903225,27.49006622516556,0.077787
03_09_D_88mm_350mm,LBO_Sweep_3_9_58_33.mat,"ER1_0,72_Log3_03.09.2025_09.58.30.tdms",3,26,25,2.2743668844903646,0.5625977673531268,2.362496781098136,0.6150390544011496,2.185535119868195,0.1823471120146618,0.670755119453925,27.69867549668874,0.210632
03_09_D_88mm_350mm,LBO_Sweep_1_10_35_46.mat,"ER1_0,75_Log1_03.09.2025_10.35.44.tdms",1,7,6,0.6838991782153491,0.4453087371717093,0.8074677133534405,0.4808773463219817,0.0636106418059315,0.0364450080410087,0.7157690005984441,39.666666666666664,0.221809
03_09_D_88mm_350mm,LBO_Sweep_1_11_1_15.mat,"ER1_0,6_Log1_03.09.2025_11.01.13.tdms",1,2,1,2.026436895741848,0.0,2.026436895741848,0.0,0.3051701934168686,0.0191542878660714,0.5347305389221557,7.788079470198675,0.005457
03_09_D_88mm_350mm,LBO_Sweep_2_11_7_56.mat,"ER1_0,6_Log2_03.09.2025_11.07.53.tdms",2,2,1,0.64314347952199,0.0,0.64314347952199,0.0,0.58404733119572,0.054248835306028,0.5484686064318529,7.623620309050771,0.167418
28_08_D_100mm_260mm,LBO_Sweep_1_10_37_19.mat,log1_28.08.2025_10.37.04.tdms,1,5,4,2.4539290164223067,0.8033047155030719,3.0042992604804857,0.2599731131442845,0.1209573044906608,0.022709237322066,0.5688198757763975,9.417218543046355,0.049065
28_08_D_100mm_260mm,LBO_Sweep_2_10_47_35.mat,log2_28.08.2025_10.47.23.tdms,2,2,1,1.1414560870428754,0.0,1.1414560870428754,0.0,0.1468980997261819,0.0154020872955941,0.5761904761904761,9.342163355408388,0.030464
28_08_D_100mm_260mm,LBO_Sweep_3_10_54_6.mat,log3_28.08.2025_10.53.56.tdms,3,5,4,1.4788928712187484,1.0822856843061168,1.3589770436012698,0.2200333150839812,0.1005281750316161,0.0266705051043615,0.5764447236180905,9.318984547461367,0.20832
28_08_D_100mm_260mm,LBO_Sweep_1_11_15_25.mat,"ER10,7_log1_28.08.2025_11.15.05.tdms",1,4,3,0.8518189884649511,0.3771834312327798,1.1456958498313534,0.1361855962450223,0.0856255287376399,0.027522627006063,0.6280152671755725,15.415011037527593,0.090675
28_08_D_100mm_260mm,LBO_Sweep_2_11_23_46.mat,"ER10,7_log2_28.08.2025_11.23.49.tdms",2,5,4,1.4484451303636827,0.73493587314072,1.6859732021622975,0.9124590818710956,0.0794908768320659,0.030263739827069,0.615871833084948,15.772626931567325,0.171179
28_08_D_100mm_260mm,LBO_Sweep_3_11_29_58.mat,"ER10,7_log3_28.08.2025_11.29.53.tdms",3,3,2,2.5616000778726424,0.5412615248766205,2.617561333594109,0.5674350452667843,0.0831822189688732,0.0271449922056363,0.6186377245508982,15.706401766004412,0.186383
28_08_D_100mm_260mm,LBO_Sweep_1_12_26_21.mat,"ER1_0,75_log1_28.08.2025_12.26.18.tdms",1,8,7,2.119079556603793,0.7584689622755371,2.2645850600794417,1.0624131595434363,0.0502237467919581,0.0497009699820649,0.6678899082568808,24.46578366445916,0.197332
28_08_D_100mm_260mm,LBO_Sweep_2_12_38_34.mat,"ER1_0,75_log2_28.08.2025_12.38.29.tdms",2,9,8,0.6936917407327119,0.7519714268983272,1.4999260669044316,0.8009778501236278,0.056691720627736,0.0427797415378293,0.6680260617760618,24.477924944812358,0.022053
28_08_D_100mm_260mm,LBO_Sweep_3_12_44_26.mat,"ER1_0,75_log3_28.08.2025_12.44.23.tdms",3,9,8,1.6362598454266233,0.7201067105524175,1.8009908297464563,0.961082185455956,0.0547110000842549,0.0634753631233521,0.6720524017467249,24.357615894039736,0.118742
28_08_D_100mm_260mm,LBO_Sweep_1_13_7_34.mat,"ER1_0,8_log1_28.08.2025_13.07.27.tdms",1,8,7,1.6854226112926685,0.7044623378614993,1.856486191455708,0.350618510525691,0.0446329342851455,0.1162386707103294,0.7190838404327248,35.120309050772626,0.063883
28_08_D_100mm_260mm,LBO_Sweep_2_13_16_30.mat,"ER1_0,8_log2_28.08.2025_13.16.27.tdms",2,11,10,0.6319965573883527,0.8237344665986077,1.20918427108826,0.8758647136954814,0.0425021166054069,0.1212609088586463,0.7229519295870007,35.086092715231786,0.23325
28_08_D_100mm_260mm,LBO_Sweep_3_13_22_23.mat,"ER1_0,8_log3_28.08.2025_13.22.24.tdms",3,10,9,0.5089013633806793,0.5847040381463655,0.9550988909391678,0.4165058613943125,0.0382127148987554,0.1499015781729839,0.7204353695578806,35.18432671081678,0.29118
28_08_D_100mm_260mm,LBO_Sweep_1_14_29_5.mat,"ER1_0,85_log1_28.08.2025_14.28.41.tdms",1,13,12,1.2881367649153626,1.0035368771669777,2.283353651858194,1.0181029346173391,0.0404453845749392,0.2445134031509307,0.7748951232302045,45.53090507726269,0.203451
28_08_D_100mm_260mm,LBO_Sweep_2_14_51_26.mat,"ER1_0,85_log2_28.08.2025_14.51.22.tdms",2,10,9,0.8684606361532058,0.5952542983879423,0.9279898440791464,0.6892190274006049,0.0371555218678823,0.1417895433116351,0.7730075777371309,45.677704194260485,0.169267
28_08_D_100mm_260mm,LBO_Sweep_3_14_58_6.mat,"ER1_0,85_log3_28.08.2025_14.57.21.tdms",3,12,11,1.2842848599860972,0.6007194413398524,1.3347232251184231,0.3288763454388589,0.0389752927823993,0.1479840268395439,0.7707920792079208,45.79911699779249,0.095332
28_08_D_100mm_260mm,LBO_Sweep_1_15_31_5.mat,"ER1_0,9_log1_28.08.2025_15.30.38.tdms",1,16,15,1.0016328618914554,0.7269859381930738,1.6585123144539349,0.5657259998675044,0.0325938654433971,0.1052118091691585,0.8214965685189285,54.16777041942604,0.088711
28_08_D_100mm_260mm,LBO_Sweep_2_15_47_16.mat,"ER1_0,9_log2_28.08.2025_15.47.03.tdms",2,10,9,1.0472678527169037,0.8094883897258411,1.304723359506084,0.8582439794691457,0.0380558919273558,0.1237238961286794,0.8258847095481862,53.902869757174386,0.103243
28_08_D_100mm_260mm,LBO_Sweep_3_15_53_6.mat,"ER1_0,9_log3_28.08.2025_15.52.13.tdms",3,15,14,0.8212319911156776,1.0607890301642882,1.1875607994034767,0.5971989334910002,0.0287525366925496,0.084793379841826,0.8213365896980461,54.011037527593814,0.191734
28_08_D_100mm_260mm,LBO_Sweep_1_16_24_30.mat,"ER1_0,75_log1_28.08.2025_16.24.19.tdms",1,10,9,1.5997335199452107,0.6459814339341441,2.0357062882967245,0.6976816269376582,0.0544414416964824,0.1265457889208102,0.6583813514929282,22.53090507726269,0.011785
28_08_D_100mm_260mm,LBO_Sweep_2_16_31_4.mat,"ER1_0,75_log2_28.08.2025_16.30.46.tdms",2,11,10,1.322645476122612,0.9167277679684144,1.679967361107841,0.7041496866661795,0.0502949294663909,0.1351134494023205,0.6563185378590077,22.597130242825603,0.17769
28_08_D_100mm_260mm,LBO_Sweep_3_16_37_52.mat,"ER1_0,75_log3_28.08.2025_16.37.49.tdms",3,16,15,2.0555863436710142,0.6483579467081522,2.467825722147502,1.0855215843441135,0.0491421259080236,0.1626379232289509,0.6596113445378152,22.474613686534216,0.178328
29_08_D_88mm_260mm,LBO_Sweep_1_12_34_38.mat,"ER1_0,7_log1_29.08.2025_12.34.34.tdms",1,14,13,1.185155687976951,0.482051387165659,1.1959819789435413,0.2087451556673397,0.0697851315798655,0.4201311506408383,0.6128804751299184,15.826710816777041,0.237225
29_08_D_88mm_260mm,LBO_Sweep_2_12_41_26.mat,"ER1_0,7_log2_29.08.2025_12.41.22.tdms",2,14,13,1.320865581504468,0.5113786986287668,1.4899310459911916,0.6369444968553452,1.0869201698939832,0.3320693573175401,0.6044819985304923,15.977924944812361,0.241519
29_08_D_88mm_260mm,LBO_Sweep_3_12_46_37.mat,"ER1_0,7_log3_29.08.2025_12.46.34.tdms",3,14,13,1.3905834396059984,0.661854391980999,1.5546707751433018,0.3672601546054733,0.0718890722858999,0.3680785534851831,0.6045454545454545,16.013245033112586,0.039796
29_08_D_88mm_260mm,LBO_Sweep_1_13_7_27.mat,"ER1_0,75_log1_29.08.2025_13.07.25.tdms",1,2,1,1.6454025806494077,0.0,1.6454025806494077,0.0,1.0764030914296785,0.0106482060769803,0.7317903930131004,40.83443708609271,0.094296
29_08_D_88mm_260mm,LBO_Sweep_2_13_12_55.mat,"ER1_0,75_log2_29.08.2025_13.12.53.tdms",2,12,11,1.3237965425803973,0.5309776604068167,1.7862150638661196,0.5857897034023786,3.903898172455136,0.1726874982821707,0.7298141155968633,40.92163355408388,0.172876
29_08_D_88mm_260mm,LBO_Sweep_3_13_19_5.mat,"ER1_0,75_log3_29.08.2025_13.19.02.tdms",3,14,13,1.640588668454067,0.6417383234140697,1.6317685760534697,0.5460525910250372,1.515348313633805,0.1546691273594606,0.7247762056020792,41.13907284768212,0.193994
29_08_D_88mm_260mm,LBO_Sweep_1_13_48_21.mat,"ER1_0,8_log1_29.08.2025_13.48.18.tdms",1,14,13,1.4125186968580588,0.91604378462485,1.7726661963192358,1.2774585096217277,1.9980856436595031,0.1885469878709919,0.7786630891273916,51.18432671081678,0.054886
29_08_D_88mm_260mm,LBO_Sweep_2_13_55_45.mat,"ER1_0,8_log2_29.08.2025_13.55.43.tdms",2,15,14,1.6127254172552634,0.7601564092747111,1.8397801916084504,0.6415597846241168,1.8650453206012905,0.2580975369535565,0.7766682221185254,51.17439293598234,0.199254
29_08_D_88mm_260mm,LBO_Sweep_3_14_2_7.mat,"ER1_0,8_log3_29.08.2025_14.02.04.tdms",3,17,16,1.592442110499359,0.8694566639344555,2.309982373470492,0.937860156981514,6.370913226820606,0.1521536757359555,0.7767086540704454,51.18653421633554,0.237831
29_08_D_88mm_260mm,LBO_Sweep_1_14_25_40.mat,"ER1_0,85_log1_29.08.2025_14.25.36.tdms",1,12,11,1.0716126591746653,0.763243327557729,1.5648399246999027,1.2084981068985658,5.214517215929146,0.0407420684477654,0.8234482063683999,59.515452538631344,0.152063
29_08_D_88mm_260mm,LBO_Sweep_2_14_32_38.mat,"ER1_0,85_log2_29.08.2025_14.32.35.tdms",2,7,6,0.559733081950987,0.4157226452074657,0.6850860033123555,0.0811670232809017,0.0767942987912577,0.010897591640879,0.8225796692214602,59.462472406181014,0.025456
29_08_D_88mm_260mm,LBO_Sweep_3_14_38_51.mat,"ER1_0,85_log3_29.08.2025_14.38.47.tdms",3,13,12,0.9781633190385632,1.0519379236049422,1.017820096182039,0.4429940616996004,0.0735015244216164,0.0137982034693783,0.8280327537403963,59.349889624724064,0.16512
29_08_D_88mm_260mm,LBO_Sweep_1_15_3_59.mat,"ER1_0,9_log1_29.08.2025_15.03.43.tdms",1,4,3,0.6067308291259922,0.5484274619782787,0.7108149066415702,0.5314563654541683,5.46442115386717,0.0271216503379478,0.8726345250993139,66.74061810154525,0.166786
29_08_D_88mm_260mm,LBO_Sweep_2_15_13_54.mat,"ER1_0,9_log1_set2_29.08.2025_15.13.51.tdms",1,2,1,0.8136021257796343,0.0,0.8136021257796343,0.0,0.0890611529500616,0.0378509020732073,0.8630508474576271,67.48565121412803,0.24711
02_09_D_88mm_200mm,LBO_Sweep_1_13_18_29.mat,"ER1_0,65_Log1_02.09.2025_13.18.26.tdms",1,3,2,1.7613867045247382,0.7033990227364607,1.8921308803937085,0.737412947277302,0.1720364992636837,0.1151832945127572,0.5631882202304739,9.131346578366443,0.238756
02_09_D_88mm_200mm,LBO_Sweep_2_13_22_24.mat,"ER1_0,65_Log2_02.09.2025_13.22.22.tdms",2,4,3,2.3253344412260097,0.6223705684170031,2.630229224476913,0.4783676533673688,0.2003598462839259,0.1320779658797852,0.5639102564102565,9.120309050772626,0.067736
02_09_D_88mm_200mm,LBO_Sweep_3_13_26_31.mat,"ER1_0,65_Log3_02.09.2025_13.26.27.tdms",3,4,3,1.6731482571093466,0.6733230357460451,1.7571573411397978,0.8205777925748933,0.1676805752114452,0.2229138669082287,0.5639102564102565,9.120309050772626,0.180119
02_09_D_88mm_200mm,LBO_Sweep_3_13_30_40.mat,"ER1_0,7_Log1_02.09.2025_13.30.37.tdms",1,9,8,1.1991405160351318,0.6799886913673575,1.4272113997033986,0.8096188975565831,0.0811738386458904,0.3821577990321194,0.6181750186985789,15.71743929359823,0.099406
02_09_D_88mm_200mm,LBO_Sweep_2_13_35_42.mat,"ER1_0,7_Log2_02.09.2025_13.35.39.tdms",2,11,10,1.968670188880124,0.8146669665938971,2.224368160893939,1.2280272932112413,0.070706556477569,0.4610377755123663,0.619534184823441,15.649006622516557,0.19352
02_09_D_88mm_200mm,LBO_Sweep_3_13_41_5.mat,"ER1_0,7_Log3_02.09.2025_13.41.01.tdms",3,9,8,1.362753129264459,0.6238074449526467,1.5570499080681426,0.3843490679489914,0.0815406618818606,0.3948131647350469,0.6204665161775771,15.626931567328917,0.145584
02_09_D_88mm_200mm,LBO_Sweep_1_13_55_31.mat,"ER1_0,72_Log1_02.09.2025_13.55.27.tdms",1,3,2,0.6329350273206404,0.1568676832361192,0.6518112510765401,0.1644532575232889,0.0820921007696955,0.184741569503332,0.6972405271828667,28.766004415011036,0.286178
02_09_D_88mm_200mm,LBO_Sweep_2_14_0_45.mat,"ER1_0,72_Log2_02.09.2025_14.00.42.tdms",2,6,5,1.1114294739093042,0.3869732072320529,1.2627936784548457,0.4724558275774544,0.0896577941313594,0.4079835411484891,0.701762754043965,28.57726269315673,0.226474
02_09_D_88mm_200mm,LBO_Sweep_3_14_5_7.mat,"ER1_0,72_Log3_02.09.2025_14.05.04.tdms",3,10,9,1.5482051743425245,0.3320489086093461,1.537167952507659,0.2342060934880771,0.0738717202802988,0.5677376069966571,0.6988865979381444,28.73509933774834,0.083853
02_09_D_88mm_200mm,LBO_Sweep_1_14_28_9.mat,"ER1_0,75_Log1_02.09.2025_14.28.06.tdms",1,5,4,0.9226556243241548,0.6040248569043585,1.161731112178963,0.6892267141923816,0.0820149431226369,0.0581241405953594,0.7325681969394543,35.737306843267106,0.076332
02_09_D_88mm_200mm,LBO_Sweep_2_14_32_13.mat,"ER1_0,75_Log2_02.09.2025_14.32.10.tdms",2,3,2,0.8393307009124783,0.5565701226114075,0.994994957781811,0.5834839134189959,0.0898288580596247,0.0543103483192476,0.7325681969394543,35.737306843267106,0.246909
02_09_D_88mm_200mm,LBO_Sweep_3_14_36_10.mat,"ER1_0,75_Log3_02.09.2025_14.36.07.tdms",3,7,6,1.1586026633958026,0.4408124053733357,1.0982291682244152,0.260206072963613,0.073613092530185,0.0721586422518875,0.7330559254327564,35.715231788079464,0.242607
02_09_D_88mm_200mm,LBO_Sweep_1_14_51_17.mat,"ER1_0,8_Log1_02.09.2025_14.51.15.tdms",1,3,2,0.7233628851184,0.1867875210039998,0.7467246283099853,0.195819914338702,0.0877651824989204,0.0623566468467879,0.776625,42.983443708609265,0.190944
02_09_D_88mm_200mm,LBO_Sweep_2_14_55_20.mat,"ER1_0,8_Log2_02.09.2025_14.55.18.tdms",2,11,10,1.510435751651737,0.7789410504769729,2.0023757906494817,0.6882141359621762,0.0611666436272308,0.1330347095457444,0.7713026714403746,43.331125827814574,0.220776
02_09_D_88mm_200mm,LBO_Sweep_3_15_0_6.mat,"ER1_0,8_Log3_02.09.2025_15.00.02.tdms",3,7,6,1.6175144464258997,0.7728737379765894,1.973738147664568,0.455009955550234,0.0657781356108355,0.1024231370998845,0.7698051056821301,43.46799116997792,0.128318
02_09_D_88mm_200mm,LBO_Sweep_2_15_26_6.mat,"ER1_0,85_Log2_02.09.2025_15.26.03.tdms",2,4,3,0.5908668528816379,0.7165546186702927,0.8651424586829589,0.8388822598530781,0.0997201851604398,0.103939275661422,0.8301916221033868,53.8653421633554,0.1252
02_09_D_88mm_200mm,LBO_Sweep_3_15_30_12.mat,"ER1_0,85_Log3_02.09.2025_15.30.09.tdms",3,4,3,1.5329797600682278,1.10053992192167,1.6540654447533871,1.015949793457004,0.0965907334713936,0.0804731207628804,0.829041186891054,54.19536423841059,0.001625
